country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,year
Argentina,"Light, leafy, earthy aromas of plum and tomato accurately announce a lively, fresh palate with spicy, peppery flavors of earth, red plum and cranberry. Juicy acidity, dry but ripe red fruit and earthy complexity make for a strong finish.",,89,20.0,Other,Alto Valle del Río Negro,,Michael Schachner,@wineschach,Verum 2013 Pinot Noir (Alto Valle del Río Negro),Pinot Noir,Verum,2013.0
Italy,"Visellio is a pretty wine from one of the most promising wineries in Puglia. It opens with an inky dark color and shows balance and harmony, with aromas of ripe blackberry and exotic spice. The mouthfeel is smooth and velvety.",Visellio,90,,Southern Italy,Primitivo del Salento,,,,Tenute Rubino 2007 Visellio  (Primitivo del Salento),Primitivo,Tenute Rubino,2007.0
France,"This is a gently spicy wine with notes of ginger and cinnamon as well as ripe tropical fruits. It is not a complex wine, but very approachable even at this stage and touched with some acidity on the finish.",Cuvée René Dopff,86,24.0,Alsace,Alsace,,Roger Voss,@vossroger,Dopff & Irion 2012 Cuvée René Dopff Gewurztraminer (Alsace),Gewürztraminer,Dopff & Irion,2012.0
Chile,"Maple and clove aromas scream of oak, and not toasty, spicy oak. Following suit, this is creamy and less than fluent on the palate. Furthermore, this tastes of clove and creamy oak more than actual fruit.",Reserva,83,14.0,Colchagua Valley,,,Michael Schachner,@wineschach,MontGras 2015 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,MontGras,2015.0
Italy,"This offers aromas of red berry, leafy underbrush and a whiff of chopped mint. The juicy palate delivers succulent black cherry, orange zest and ground pepper alongside sleek tannins.",,89,25.0,Piedmont,Barbera d'Alba Superiore,,Kerin O’Keefe,@kerinokeefe,Mirafiore 2015  Barbera d'Alba Superiore,Barbera,Mirafiore,2015.0
Italy,"Earthy aromas of truffle, leather, tar, crushed plum and a hint of mocha lead the nose. The vibrant palate delivers black cherry, raspberry, graphite, tobacco and a licorice note alongside firm, polished tannins. Enjoy through 2018.",Morone,90,24.0,Tuscany,Vino Nobile di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Gabriele Valeriani 2010 Morone  (Vino Nobile di Montepulciano),Red Blend,Gabriele Valeriani,2010.0
France,"A finely structured wine that brings out soft acidity as well as pear and red apple flavors. There is a great layer of toast, some spice and a rich, yeasty character. The wine is elegant, delicate, well balanced.",Côte de Léchet Premier Cru,89,47.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Pommier 2006 Côte de Léchet Premier Cru  (Chablis),Chardonnay,Domaine Pommier,2006.0
Argentina,"For everyday consumption, this is good Cabernet with rousing fruit, body and pulse. The nose has smoke, rubber, pepper and cured meat to go with berry and cassis aromas, and the palate is very fruity, driving and loaded with flavorful cherry, raspberry and plum fruit. Not refined but good and honest.",,86,11.0,Other,San Juan,,Michael Schachner,@wineschach,Tour 52 2007 Cabernet Sauvignon (San Juan),Cabernet Sauvignon,Tour 52,2007.0
Italy,"Thickly extracted, concentrated and boasting a deep ruby color, this succulent Primitivo is redolent of chocolate fudge, black tea, espresso bean and black cherry. It's a well-executed, well-priced wine that has benefited from oak aging offering sweet, chewy tannins and lingering spice flavors.",,87,12.0,Southern Italy,Salento,,,,La Pisara 2007 Primitivo (Salento),Primitivo,La Pisara,2007.0
France,"With its strong initial impression of dryness, this is obviously a structured wine. It is dense, rich and concentrated with fine tannins, spice and a strong orange-zest character. Refreshing acidity gives a lift to this ripe, full wine. Drink from 2019.",,93,49.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Clos Haut-Peyraguey 2011  Sauternes,Bordeaux-style White Blend,Clos Haut-Peyraguey,2011.0
US,"Superbly ripe, with gorgeous blackberry jam, crème de cassis and toasted oak flavors. It defines the modern style of Cabernet. Although it's very tannic, its richness will tempt you to drink it right away.",,93,50.0,California,Napa Valley,Napa,,,Hunnicutt 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hunnicutt,2009.0
Argentina,"Minty oak aromas are the greeting on this herbal and foxy Malbec that feels crisp and chippy due to high acidity and grating tannins. Flavors of herbal berry and plum are oaky and a touch hot, while rubbery tannins and herbal berry leftovers drive the finish.",Estate,87,17.0,Mendoza Province,Luján de Cuyo,,Michael Schachner,@wineschach,Casarena 2014 Estate Malbec (Luján de Cuyo),Malbec,Casarena,2014.0
Portugal,"Mint aromas, followed by young, fresh fruit topped with firm tannins, make an impressively dense wine from one of Portugal's top winemakers. Flavors of mint and eucalyptus go with dark black fruits and concentration.",Vila Santa,91,20.0,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2005 Vila Santa Red (Alentejano),Portuguese Red,J. Portugal Ramos,2005.0
Italy,"It discloses a refined version of the variety's classic aromas of white roses, lychee and grapefruit, which all carry over to the palate. The juicy fruit is accented with light notes of black pepper, candied ginger and clove that add depth.",Lyra,89,27.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Nals Margreid 2012 Lyra Gewürztraminer (Alto Adige),Gewürztraminer,Nals Margreid,2012.0
US,"Soléna really ups their PG game with this latest vintage, a super rich, succulent effort that is packed to the core with fresh pear fruit flavors. Light touches of cinnamon, and a sense of sweetness from ripe fruit, not residual sugar, keep the flavors expanding through a lush and creamy finish.",,91,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Soléna 2015 Pinot Gris (Willamette Valley),Pinot Gris,Soléna,2015.0
Germany,"White peach, melon and lime flavors are pure and pristine. A kiss of honey sweetens the palate, lingering softly alongside a spritz of lemony acidity. Enjoy now through 2016 for its crystalline character.",Serrig Schloss Saarsteiner Kabinett,91,28.0,Mosel,,,Anna Lee C. Iijima,,Schloss Saarstein 2013 Serrig Schloss Saarsteiner Kabinett Riesling (Mosel),Riesling,Schloss Saarstein,2013.0
US,"Strawberry and red currant complement deeper, more savory aspects of cedar and gun smoke in this thick, full-bodied and concentrated reserve-level wine, accented in bitter, black tea.",Reserve,88,60.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Kunde 2012 Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Kunde,2012.0
US,"This dense Cab is chewy on the palate with highlights of green olive, sour cherry and minty tobacco. It's fairly priced and approachable.",,85,20.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Kirkland Signature 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Kirkland Signature,2011.0
Argentina,"Dark-berry fruits, tomato and herbs make for a bouquet with ample power and varietal correctness. Big, blocky and fiercely tannic, this Cabernet tastes of roasted black fruits. A finish with heat, spice, oak-based clove and mint notes confirms a high level of oak that for the most part this can handle.",Maipe Reserve,88,19.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Chakana 2014 Maipe Reserve Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Chakana,2014.0
Spain,"A little yellow in color and fuller with its aromas, Laxas delivers chunky but pleasant apple, melon and orange scents that come with pine-needle accents. The palate is clean and textured, with apple, green melon, banana and cucumber flavors. Shows body and balance throughout. Imported by Frontier Wine Imports.",,90,17.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,As Laxas 2007 Albariño (Rías Baixas),Albariño,As Laxas,2007.0
US,"Creamy vanilla and pear open this wine from a new Napa Valley producer. It offers a nice mix of minerality and fruit ripeness, before finishing a tad flat.",,86,50.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Jack 2013 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Jack,2013.0
US,"A little tough, a little refined, this is a town-and-country wine for drinking now. It has ripe cherry, red currant, bacon and sandalwood flavors, spiced with pepper and wrapped into firm tannins.",Sigma Syrache,88,28.0,California,Santa Barbara County,Central Coast,,,Ampelos 2008 Sigma Syrache Syrah-Grenache (Santa Barbara County),Syrah-Grenache,Ampelos,2008.0
US,"Bright, fresh apple and lime notes are accented with an earthy, minerally complexity on this multifaceted Riesling. It's semi-dry in style with forward, juicy apple and nectarine flavors brightened with notes of lime zest and a distinctly herbaceous finish.",Semi-Dry,89,17.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Hermann J. Wiemer 2011 Semi-Dry Riesling (Finger Lakes),Riesling,Hermann J. Wiemer,2011.0
Argentina,"Concentrated and intense, but typical of Bonarda this is a fierce wine with a rock-hard mouthfeel and slightly tart, limited raspberry flavors. Not exactly sour but it makes your mouth seize up and take notice.",,83,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Sur de los Andes 2006 Bonarda (Mendoza),Bonarda,Sur de los Andes,2006.0
Italy,"Made with no dosage, this is a blend of 70% Chardonnay and 30% Pinot Nero. Ripe apple, toasted walnut, lemon zest and bread dough flavors are backed up by crisp acidity. The refined perlage adds softness and elegance.",Dosaggiozero Riserva,90,52.0,Northeastern Italy,Trento,,Kerin O’Keefe,@kerinokeefe,Maso Martis 2009 Dosaggiozero Riserva Sparkling (Trento),Sparkling Blend,Maso Martis,2009.0
Spain,"A crisp nose is trimmed with light citrus and chewing gum notes. Hollow on the palate, this deals dilute citrus and nectarine flavors in front of a quickly fading finish.",Zarautz,83,24.0,Northern Spain,,,Michael Schachner,@wineschach,Txakoli Primo 2016 Zarautz Rosé,Rosé,Txakoli Primo,2016.0
Italy,"Aromas of ripe plum, black cherry, leather and ground white pepper follow through to the smooth, full-bodied palate along with a mineral accent. Supple tannins and fresh acidity provide the framework while a licorice note signals the close.",,90,30.0,Piedmont,Barbera d'Alba,,Kerin O’Keefe,@kerinokeefe,Cantina del Pino 2012  Barbera d'Alba,Barbera,Cantina del Pino,2012.0
Portugal,"Get past the meaty aromas and the wine is smooth, caramel and spice flavored. The wood flavors are prominent suggesting the wine has been aged well. At the end, berry fruits and acidity come through.",Porto Tawny Reserve,86,14.0,Port,,,Roger Voss,@vossroger,Borges NV Porto Tawny Reserve  (Port),Port,Borges,
France,"A warm and rich wine, full of ripe black fruits, allied to the juicy acidity of the vintage. Tannins come in as a firm support to suggest some aging potential.",,87,,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château des Mille Anges 2010  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château des Mille Anges,2010.0
US,"One of the best under-$10 Pinot Noirs on the market. It's dry, silky and refined, with the light texture, crisp acidity and cherry, cola and pepper flavors you want in this variety.",,85,7.0,California,Monterey County,Central Coast,,,Hilltown 2006 Pinot Noir (Monterey County),Pinot Noir,Hilltown,2006.0
US,"There is very little Carmenère in Washington, and Beresan's limited and sought-after varietal offering is restricted to tasting room and mailing list customers only. Balanced and tight, the crisp red fruits are annotated with hints of gun metal, toast and cinnamon. Just a touch of pepper and leaf, along with streaks of licorice and vanilla in the finish.",,90,29.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Beresan 2008 Carmenère (Walla Walla Valley (WA)),Carmenère,Beresan,2008.0
US,"This is lushly fruity, a big bowl full of strawberries, with a milk chocolate coating. There's nothing wimpy here, but the low alcohol keeps it zippy and perfect for warm-weather quaffing.",Chiquita Pinot Noir,88,22.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Lumos 2014 Chiquita Pinot Noir Rosé (Willamette Valley),Rosé,Lumos,2014.0
US,"An element of menthol-cinnamon chewing gum shows on the nose of this wine, grown at high elevations above the Sonoma Valley. High-pitched acidity buoys velvety red fruit, with a clay-like flavor and texture to the tannins.",Estate Grown,88,40.0,California,Moon Mountain District Sonoma County,Sonoma,Virginie Boone,@vboone,Korbin Kameron 2012 Estate Grown Merlot (Moon Mountain District Sonoma County),Merlot,Korbin Kameron,2012.0
Italy,"Sàgana is a pure expression of Nero d'Avola with loads of dark berry and cherry backed by toasted almond and milk chocolate. It shows a fair degree of elegance, and would pair with chicken, pork or over-baked pasta.",Sàgana,90,,Sicily & Sardinia,Sicilia,,,,Cusumano 2006 Sàgana Nero d'Avola (Sicilia),Nero d'Avola,Cusumano,2006.0
US,"Pungent grassy notes lead the nose of this bottling from Vina Robles, with rounder passionfruit scents as well. The palate combines flinty minerality with lime zest, kumquat and herbal flavors, recalling its initial grassiness.",,87,16.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Vina Robles 2015 Sauvignon Blanc (Paso Robles),Sauvignon Blanc,Vina Robles,2015.0
US,"Even though this Pinot Noir is instantly likeable for satisfying richness, it has some nuances. Flatters right off the bat with a soft texture housing lush raspberry and cherry pie filling, cola and sandalwood flavors that are easy to appreciate. But there are interesting mineral complexities. Drink soon.",Estate,92,36.0,California,Carneros,Napa-Sonoma,,,Isabel Mondavi 2009 Estate Pinot Noir (Carneros),Pinot Noir,Isabel Mondavi,2009.0
US,"A bit unripe, with herb and mint flavors side by side with blackberry and cassis. Shows classic Napa mountain structure of tannins and acids, but the mint reprises on the sharp finish. Not an ager.",,85,50.0,California,Diamond Mountain District,Napa,,,Reverie 2005 Merlot (Diamond Mountain District),Merlot,Reverie,2005.0
US,"A tremendous Cabernet, authoritative and exciting. Shows a great structure of acidity and tannins, with a cedar and sweet tobacco earthiness. Yet it's also explosive in blackberries, black cherries, red and black currants and anise liqueur. A real accomplishment, and a great compliment to the high-altitude Stagecoach Vineyard, which straddles the Atlas Peak and Napa Valley appellation lines. Drink now–2016.",Stagecoach Vineyard,95,85.0,California,Napa Valley,Napa,,,Sequoia Grove 2006 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequoia Grove,2006.0
